"","TCGA-DA-A3F2-06A-11R-A20F-07","TCGA-EE-A2GS-06A-12R-A18S-07","TCGA-EE-A3JI-06A-11R-A21D-07","TCGA-FR-A3YN-06A-11R-A239-07","TCGA-GF-A3OT-06A-23R-A239-07","TCGA-GN-A4U4-06A-11R-A32P-07","TCGA-GN-A4U9-06A-11R-A32P-07","TCGA-GN-A8LK-06A-11R-A37K-07","TCGA-GN-A8LN-01A-11R-A37K-07","TCGA-QB-AA9O-06A-11R-A39D-07","TCGA-WE-A8K5-06A-11R-A37K-07","TCGA-WE-A8ZN-06A-11R-A37K-07","TCGA-WE-AAA0-06A-11R-A38C-07"
"ENSG00000011638.11",612,870,488,1847,1389,1273,674,818,1786,1030,615,787,1216
"ENSG00000011677.13",0,526,873,456,9,247,1170,34,2037,234,758,0,465
"ENSG00000012048.23",80,1230,3230,1920,1660,1838,1890,1217,643,754,1158,332,1179
"ENSG00000012061.16",2434,10450,5692,3404,7262,4464,1904,5197,4639,2556,3439,3801,3762
"ENSG00000012124.17",1145,152,1645,542,33,5926,42,527,113,68,1296,584,2287
"ENSG00000012171.20",157,1067,10997,6545,10,248,291,187,2497,752,12109,211,7327
"ENSG00000012174.12",174,8062,4911,4826,3051,4200,1384,834,1722,503,1266,287,1550
"ENSG00000012211.13",369,724,1004,787,914,815,348,1306,700,741,565,489,663
"ENSG00000012223.13",221,60,5,203,26,27,24,5,14,1,49,222,731
"ENSG00000012232.9",1513,2915,7276,5209,15664,3694,4252,4735,5757,1574,2119,1954,2575
"ENSG00000012504.15",0,6,0,0,0,2,2,3,0,0,0,0,0
"ENSG00000012660.14",979,6074,8846,8100,11448,2578,11471,3153,5119,818,3698,1458,5298
"ENSG00000012779.11",1851,220,206,591,824,149,385,17,501,297,636,232,708
"ENSG00000012817.16",971,3,7194,2774,0,6769,1493,1716,715,440,4385,1061,3744
"ENSG00000012822.16",3383,4781,6651,4935,2631,5734,2339,1113,4768,835,5379,1155,4330
"ENSG00000012963.15",561,3968,3041,2446,1837,2344,3228,1306,1930,1812,2820,1048,2658
"ENSG00000012983.11",328,1762,3911,2692,4027,2226,3233,776,2680,768,2574,252,2181
"ENSG00000013016.16",1269,2430,73,4283,1259,4542,782,150,1826,227,277,129,249
"ENSG00000013275.8",3161,12961,5665,4821,7720,3479,9012,10529,6075,5099,3793,4329,7555
"ENSG00000013288.9",3466,6926,3614,11816,3048,3008,1182,4231,4223,1697,3788,2030,4489
"ENSG00000013293.6",1,1,6,1,0,0,18,0,1,0,2,1,0
"ENSG00000013297.12",10,55,115,165,356,394,1340,10,2257,58,52,138,51
"ENSG00000013306.16",5764,9070,11233,10671,7563,5426,7265,17510,4893,9080,5980,9784,9546
"ENSG00000013364.19",14504,8642,5764,15392,22599,6708,1068,13167,5783,12543,7557,14386,29309
"ENSG00000013374.16",1610,5909,4226,8717,2736,3609,9729,2677,4685,1999,6428,1405,3922
"ENSG00000013375.16",226,1607,3100,2359,4134,642,635,986,1739,369,1700,477,1885
"ENSG00000013392.8",63,448,690,576,226,143,188,164,555,101,516,107,493
"ENSG00000013441.16",146,1737,12682,5543,4472,6465,4279,1543,3436,1536,3674,1385,3949
"ENSG00000013503.10",118,2098,883,1178,1018,953,937,1066,474,234,728,131,641
"ENSG00000013523.11",1178,3887,2056,3185,988,1551,2474,802,1277,579,1889,652,963
"ENSG00000013561.18",441,5382,7736,6431,4405,6238,1406,2489,7370,2428,5095,1146,4290
"ENSG00000013563.14",456,608,1008,1143,1018,930,184,169,606,305,476,224,598
"ENSG00000013573.17",549,2250,4552,1806,678,1003,2805,1726,946,863,3088,1609,1962
"ENSG00000013583.10",1420,2570,4229,3484,3530,2736,1165,3665,1919,1280,2682,1493,1966
"ENSG00000013588.9",94,395,50,2288,1077,59,250,1756,377,3912,84,2896,1678
"ENSG00000013619.14",210,1692,1831,2891,376,1493,690,1153,2059,209,3536,829,1999
"ENSG00000013725.14",2539,275,143,601,418,197,152,50,80,364,423,560,796
"ENSG00000013810.20",1738,7394,4984,1459,5087,1860,6904,7462,2713,3931,9026,5747,4554
"ENSG00000014123.10",162,3015,3259,2989,2466,1851,772,679,2105,447,2032,305,2022
"ENSG00000014138.9",149,611,459,168,473,340,377,527,269,276,840,193,372
"ENSG00000014164.7",1825,5042,2292,1578,2181,2722,1428,3211,1993,1938,3019,2651,3286
"ENSG00000014216.16",11067,14074,19483,7050,12037,10016,2294,14882,9455,5198,7812,4281,12340
"ENSG00000014257.16",18,136,8,13,74,1,68,5,268,9,6,5,4
"ENSG00000014641.21",1716,9119,14933,23908,11381,10813,6096,9369,5362,6220,13175,4514,15089
"ENSG00000014824.14",279,4434,7998,6308,4341,5303,3920,1822,5649,1227,3330,1132,3158
"ENSG00000014914.21",173,452,747,1305,661,272,876,141,1804,380,559,228,674
"ENSG00000014919.13",285,1265,2305,2319,1176,2596,1372,1501,1622,1114,1002,622,1690
"ENSG00000015133.19",1815,290,215,618,274,313,2205,302,96,850,319,349,657
"ENSG00000015153.15",53,1000,1140,532,753,956,1240,323,795,303,846,192,817
"ENSG00000015171.20",512,3121,2087,2207,4011,5123,3131,1555,4062,1139,5062,716,2707
"ENSG00000015285.11",5102,671,735,710,596,278,395,51,520,645,536,1155,747
"ENSG00000015413.9",365,12,0,49,17,9,4,0,21,4,23,28,14
"ENSG00000015475.19",650,1915,1576,829,4372,697,1940,1061,1965,887,1474,751,777
"ENSG00000015479.20",3,92,270,120,28,377,288,24,152,13,158,26,76
"ENSG00000015520.15",1,7,22,1,2,5,24,4,10,0,0,1,3
"ENSG00000015532.10",1019,1773,3214,8926,4003,3077,2247,2616,2400,718,2338,997,4001
"ENSG00000015568.13",0,2,9,1,1,0,1,1,3,0,1,0,0
"ENSG00000015592.16",0,1,1,1,1,0,30,0,4,1,3,1,0
"ENSG00000015676.18",3100,12219,9364,13579,7358,5439,12943,4581,9337,2492,10201,2603,6714
"ENSG00000016082.15",0,68,128,0,9,0,277,23,0,85,2,0,25
"ENSG00000016391.11",60,122,16,28,2,25,86,143,82,175,12,16,25
"ENSG00000016402.13",38,23,0,1,5,1,4,5,1,2,24,9,1
"ENSG00000016490.16",0,0,0,0,0,0,0,0,0,0,0,9,0
"ENSG00000016602.9",0,88,0,1,0,1,2,0,3,0,0,1,2
"ENSG00000016864.18",1132,4151,4266,5299,3585,3389,3149,1771,6298,1352,3354,1148,3653
"ENSG00000017260.20",894,8064,10169,8094,11000,5654,2663,2907,6021,1667,7150,1142,7313
"ENSG00000017427.17",49,52,44,19,7,11,12,76,18,50,48,56,12
"ENSG00000017483.15",2899,232,72,148,449,36,49,42,39,197,258,313,78
"ENSG00000017797.13",1261,5557,7881,7480,6821,4295,1963,1806,3232,1475,3111,952,7684
"ENSG00000018189.13",270,1782,4472,4437,1927,3115,2506,1357,2741,562,1843,759,3833
"ENSG00000018236.15",200,30,19,2509,8,60,173,235,1082,2103,1095,61,1017
"ENSG00000018280.17",966,84,48,160,511,31,272,40,816,235,42,428,326
"ENSG00000018408.15",378,20038,18604,3521,3438,15418,2299,1003,17000,996,3666,571,4340
"ENSG00000018510.17",369,5844,9444,6609,4512,4804,3044,2131,3111,1952,2999,587,5840
"ENSG00000018607.7",2,0,0,2,1,0,3,0,0,0,0,0,2
"ENSG00000018610.15",307,3486,3072,2644,1242,1765,1194,1135,1634,615,1504,326,1583
"ENSG00000018625.15",13,2629,7,2,1,6,6,6,319,0,3,30,5
"ENSG00000018699.13",163,2173,1133,2718,1712,1603,1123,713,1042,317,915,233,1016
"ENSG00000018869.17",15,311,162,5,14,33,132,18,5,9,21,6,19
"ENSG00000019102.12",4,13,12,1,45,6,27,5,9,3,11,11,18
"ENSG00000019144.19",3501,12754,17843,8228,9640,28671,2412,1603,21462,930,8549,1338,3487
"ENSG00000019169.10",1414,131,1673,97,919,18,1140,9,815,1368,65,657,261
"ENSG00000019186.10",0,1,3,0,23,0,5,1,12,8,0,2,3762
"ENSG00000019485.13",233,2173,862,447,305,966,581,874,664,368,872,204,416
"ENSG00000019505.8",1,20,1,3,0,0,1324,5,0,732,1,4,1
"ENSG00000019549.13",609,1194,4634,6170,37060,3328,1649,2831,1050,116,7200,426,843
"ENSG00000019582.15",682785,53846,46372,186770,66648,20663,38218,4414,60390,145967,148384,227177,68581
"ENSG00000019991.18",224,146,125,112,541,61,4267,14,68,17,121,50,75
"ENSG00000019995.6",168,665,1172,916,1213,982,686,342,640,136,329,98,918
"ENSG00000020129.16",1526,2862,4995,8551,2945,2568,1771,3076,6246,1295,2772,1937,6984
"ENSG00000020181.18",3869,11818,1085,264,2041,637,4191,773,2144,78,2262,744,524
"ENSG00000020219.9",0,2,0,1,0,0,2,1,1,0,1,0,2
"ENSG00000020256.20",466,1840,2412,1403,1680,1338,3367,1032,1299,544,1204,298,1318
"ENSG00000020426.11",35,836,938,618,939,866,664,430,364,468,539,146,914
"ENSG00000020577.14",957,5530,7487,5235,2292,4067,632,799,3165,484,1672,605,2189
"ENSG00000020633.19",2645,4640,1599,13197,3591,11633,360,8410,1089,1729,594,5454,8781
"ENSG00000020922.13",174,2131,4253,1202,1349,1960,1665,785,1890,592,1331,414,883
"ENSG00000021300.14",139,14483,25791,14680,11,9376,392,345,2853,6883,2990,1337,2288
"ENSG00000021355.13",1287,2254,5671,4685,3415,7010,1197,2389,3634,2782,4719,2305,4606
"ENSG00000021461.17",3,0,5,0,0,2,9,0,4,0,4,0,0
"ENSG00000021488.13",1,18,23,6,8,0,28,3,0,9,2,7,10
"ENSG00000021574.13",152,1835,3143,2142,1126,1179,2754,338,987,414,1100,146,1769
"ENSG00000021645.20",15,84,23,728,79,10,307,20,441,36,18,42,46
"ENSG00000021762.20",1611,1618,2974,1814,2036,1372,521,1640,3146,1354,1957,1534,3009
"ENSG00000021776.11",749,5033,7518,4115,3575,3072,3419,989,2383,898,2293,711,2134
"ENSG00000021826.17",52,3206,5201,1893,1164,14,30,15,1627,433,171,369,1436
"ENSG00000021852.13",4,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000022267.19",1097,1811,2185,124,2790,349,4086,1455,309,204,297,1378,2945
"ENSG00000022277.13",2190,5674,6177,6121,4114,4177,7114,17332,5705,2303,4658,13268,5070
"ENSG00000022355.18",0,5,4,0,0,0,2,0,0,0,0,0,0
"ENSG00000022556.16",121,8436,28,23,73,1,800,0,29,54,12,43,41
"ENSG00000022567.10",992,2116,932,847,665,952,1436,1177,1344,818,1109,488,1499
"ENSG00000022840.16",5023,15427,15396,9037,8236,9234,7031,15809,7703,5455,11403,4844,7551
"ENSG00000022976.15",75,413,433,890,402,706,378,135,89,231,440,156,425
"ENSG00000023041.11",341,926,2980,1658,1932,2086,1450,1280,1771,1541,1057,796,2157
"ENSG00000023171.18",553,520,88,196,162,848,523,123,234,738,93,112,1658
"ENSG00000023191.17",13083,16589,15507,9664,14077,12301,3225,19006,14122,8022,10465,10229,20169
"ENSG00000023228.14",570,8228,18713,9680,5858,8776,4489,4121,4074,3215,6203,1214,5936
"ENSG00000023287.13",181,3925,7865,2064,4562,4040,4337,958,4661,1556,1933,454,3551
"ENSG00000023318.8",1313,3837,3001,4753,5221,3525,2938,3222,2556,3053,2999,1336,4545
"ENSG00000023330.15",2333,4643,5020,4550,6294,4036,1857,5835,2265,1752,4869,2080,3579
"ENSG00000023445.16",117,1985,362,2162,936,868,295,23,2348,334,356,314,2134
"ENSG00000023516.9",315,2766,4675,4294,4044,2546,2980,984,3709,576,1655,433,4133
"ENSG00000023572.10",128,1865,2681,1627,1200,2421,1955,1108,1200,933,1913,465,1625
"ENSG00000023608.5",20,523,814,372,585,671,768,191,280,242,431,45,456
"ENSG00000023697.13",445,2077,8204,3046,2113,3258,1187,4942,2100,1743,3466,1798,2424
"ENSG00000023734.11",987,8690,11636,8414,13377,6580,11293,5570,6288,3532,6548,1783,8867
"ENSG00000023839.12",20,212,8203,206,52,315,58,2602,246,211,1287,1893,3373
"ENSG00000023892.11",3176,1302,401,515,393,727,1390,439,396,1564,588,727,785
"ENSG00000023902.14",4917,5738,2486,1421,8490,602,8734,1657,6053,5920,3335,3141,1770
"ENSG00000023909.10",118,1098,1892,1837,1480,722,652,430,577,197,628,129,1744
"ENSG00000024048.11",511,5375,7819,4780,1444,1542,4403,2581,2772,1696,2378,649,2957
"ENSG00000024422.12",11213,3745,641,790,22840,1710,1926,1174,3060,4199,2183,3893,3520
"ENSG00000024526.17",16,1066,1112,323,2268,782,1352,167,612,263,913,135,887
"ENSG00000024862.18",480,672,1205,1515,728,572,899,924,682,352,812,397,1054
"ENSG00000025039.15",1526,2083,6681,5755,306,2873,676,10464,1980,1436,3205,2138,5105
"ENSG00000025156.13",137,1736,2044,1295,738,712,1927,551,787,260,1244,276,1164
"ENSG00000025293.17",672,3308,5957,7023,4239,3225,5079,2314,2327,1216,2534,714,3347
"ENSG00000025423.11",17,11,24,24,20,7,82,5,73,14,50,3,24
"ENSG00000025434.19",4939,2197,2183,824,1261,1156,784,227,710,1330,768,1404,635
"ENSG00000025708.14",9819,3087,1429,3703,6712,1158,1569,672,4081,3528,3227,4308,9671
"ENSG00000025770.19",1974,4693,4507,4007,3597,3550,3868,8124,7113,3695,4587,5050,3979
"ENSG00000025772.8",770,3192,2516,5037,5020,2795,6233,2834,3067,2982,2816,1698,3931
"ENSG00000025796.14",1376,9309,11985,8805,8980,3591,2935,4424,5866,2348,7212,1158,8403
"ENSG00000025800.14",1028,6391,8661,17180,5791,5177,3881,3932,1922,1056,2596,897,6807
"ENSG00000026025.16",62595,44238,118352,141079,221017,102592,16324,125827,65861,68786,180809,126872,185112
"ENSG00000026036.22",11,43,220,119,64,208,283,221,187,33,238,51,101
"ENSG00000026103.22",135,1002,757,1753,1494,1736,192,62,827,160,833,120,317
"ENSG00000026297.16",2172,777,838,1104,444,205,1156,701,1055,485,1097,852,775
"ENSG00000026508.20",8033,62428,222117,64880,58305,43098,1762,22218,58102,25968,66107,19090,116654
"ENSG00000026559.14",6,7,26,15,17214,11,1057,54,22,4,11,9,36
"ENSG00000026652.15",642,66,43,54,3410,43,1351,299,83,86,208,384,537
"ENSG00000026751.17",2693,1266,4285,1312,1496,329,372,253,457,4885,620,789,17610
"ENSG00000026950.17",1355,3866,3504,6956,2377,3174,2879,545,2333,837,3875,1365,3814
"ENSG00000027001.10",272,2173,2025,1102,1991,2206,1179,2142,1344,1503,1756,773,1382
"ENSG00000027075.15",817,670,1885,1708,743,636,439,1016,281,644,610,462,2145
"ENSG00000027644.5",204,3,4,3,10,3,10,1,7,1,132,2,2
"ENSG00000027697.15",959,1812,4368,3362,2980,3268,1497,1470,2395,1152,3163,988,3752
"ENSG00000027847.14",914,2673,2500,2067,2518,1571,2177,3473,1693,665,2044,1017,2054
"ENSG00000027869.12",985,363,105,511,315,125,766,235,100,315,231,343,192
"ENSG00000028116.18",69,1148,1478,1188,837,832,424,372,717,182,516,81,688
"ENSG00000028137.19",12503,1879,2476,2721,2804,1137,1477,284,1872,1666,1732,3376,1676
"ENSG00000028203.18",243,2771,2571,1948,2854,2156,2241,935,2021,981,1495,287,2151
"ENSG00000028277.21",1121,560,395,233,13181,145,1168,11,329,129,156,178,539
"ENSG00000028310.18",1008,3937,4128,1856,4533,2073,5826,1353,2875,1400,3400,1185,3323
"ENSG00000028528.15",2559,14316,21885,12985,5472,8976,5550,9059,14272,2624,10858,2013,8807
"ENSG00000028839.10",93,374,745,704,1232,368,1501,326,350,199,360,134,542
"ENSG00000029153.14",39,255,33,146,14198,24,324,12,327,166,136,77,261
"ENSG00000029363.17",832,7447,13332,6338,7218,6410,7763,2125,4067,1454,7058,960,6967
"ENSG00000029364.12",1252,7542,9254,7038,5001,4734,4805,3089,4232,2648,4355,1832,5628
"ENSG00000029534.21",69,44,66,13,194,16,80,2,25,41,18,47,37
"ENSG00000029559.7",9,63,0,1,16,1,8,0,19,6,3,2,13
"ENSG00000029639.11",98,579,967,628,1194,729,372,626,519,884,654,182,1586
"ENSG00000029725.17",230,4990,6147,2254,3533,4297,1835,1343,2070,527,2669,228,1527
"ENSG00000029993.15",462,2674,28,470,3323,1086,8552,2962,1794,795,3680,1249,3372
"ENSG00000030066.13",371,5354,11209,3349,3022,6984,4861,1462,2881,891,2603,522,4910
"ENSG00000030110.13",1537,2100,2475,1598,2250,681,2078,3132,1029,1451,1629,1042,1963
"ENSG00000030304.14",1,4,0,3,0,5,2,0,3,1,0,2,13
"ENSG00000030419.16",56,319,138,1100,111,69,239,61,71,35,49,41,674
"ENSG00000030582.18",102225,43073,33350,86938,26078,17504,10920,28877,15954,15287,20283,25983,60371
"ENSG00000031003.10",208,3538,2854,2530,563,1735,2236,435,3497,385,3204,448,2455
"ENSG00000031081.11",1915,11141,4466,10526,10405,5114,514,1454,8320,1078,3795,1109,2410
"ENSG00000031691.7",22,432,806,380,725,211,1561,189,447,224,400,105,474
"ENSG00000031698.13",4336,11799,19518,19347,10325,13795,4818,5407,8075,5793,8015,4738,17880
"ENSG00000031823.14",3159,7364,6373,4577,3861,3762,4149,5667,3958,1955,4594,3145,4862
"ENSG00000032219.19",113,1122,4903,921,798,2003,1338,336,841,336,904,118,1010
"ENSG00000032389.13",754,2030,1926,2470,2000,1555,1281,2305,1095,779,1482,1252,2776
"ENSG00000032444.17",4984,4613,8055,7334,6463,3318,2028,4842,7093,2933,4056,3362,7557
"ENSG00000032742.18",41,1388,2035,781,1208,1308,2404,558,1852,655,938,138,886
"ENSG00000033011.13",1042,1812,964,1717,1461,1182,870,1322,980,495,1187,553,1492
"ENSG00000033030.15",318,1270,3395,1321,1119,2010,1829,1559,1161,639,1618,548,1174
"ENSG00000033050.9",502,2460,1325,2420,1573,1185,2639,2349,1332,1483,3052,863,1626
"ENSG00000033100.16",4136,4685,3302,4195,12193,2228,6527,5033,5835,2904,6322,1359,5910
"ENSG00000033122.21",0,32,83,49,20,40,78,6,92,9,21,3,41
"ENSG00000033170.17",716,2424,1781,2102,8262,1019,2274,495,772,955,2244,268,2254
"ENSG00000033178.13",230,3331,4675,3974,6606,3011,3533,1121,2542,565,1970,490,3353
"ENSG00000033327.13",2710,7628,15276,3357,749,4034,5027,4370,5250,2452,2853,5286,1973
"ENSG00000033627.17",4498,6089,32858,21246,1739,7146,2217,12811,3291,2921,4828,6034,10713
"ENSG00000033800.14",450,2147,4551,2231,1803,2415,1608,1432,1218,462,1087,396,1589
"ENSG00000033867.16",107,1432,5915,1487,3130,2713,1428,148,2790,304,2239,193,2264
"ENSG00000034053.14",453,2816,2577,109,3026,45,2035,1022,1957,366,1081,34,168
"ENSG00000034152.19",2505,2820,3251,2631,5745,2625,1459,4579,3268,3508,4182,2543,4925
"ENSG00000034239.11",2,4,2,0,2,0,3,0,1,0,0,0,0
"ENSG00000034510.6",47965,32216,33149,40843,198125,21652,40014,51038,27418,46849,87000,100316,42951
"ENSG00000034533.12",125,703,476,427,565,288,293,273,426,132,453,136,376
"ENSG00000034677.13",254,3199,3991,4302,2950,4015,1933,967,2390,1510,2333,542,4015
"ENSG00000034693.15",52,467,940,785,943,299,421,398,325,191,608,98,609
"ENSG00000034713.8",1090,6302,4074,6205,3728,4902,3906,1770,6079,1928,3434,1495,6873
"ENSG00000034971.17",0,27,9,0,1,1,8,0,1,0,0,92,0
"ENSG00000035115.22",125,900,2003,1582,311,1385,1177,270,1632,325,1466,249,726
"ENSG00000035141.8",635,2733,5676,2564,2568,2185,2975,2181,2019,919,2819,1007,2526
"ENSG00000035403.18",2821,7768,13394,4772,33183,14819,5104,3388,5797,1725,5441,2399,6419
"ENSG00000035499.13",24,1078,626,224,692,322,1963,213,127,175,795,77,390
"ENSG00000035664.11",349,323,278,200,160,89,95,140,191,62,175,101,48
"ENSG00000035681.9",749,4658,3893,2316,2907,2466,2201,2326,2402,1669,2414,1318,2416
"ENSG00000035687.10",317,4668,5752,8258,3594,7291,4762,1697,3679,1330,1884,1292,9111
"ENSG00000035720.8",53,15,57,15,5,49,18,2,10,34,4,8,238
"ENSG00000035862.12",40026,16283,64661,157971,64994,41769,5751,35330,29379,17226,37586,20556,174909
"ENSG00000035928.16",622,5704,12830,7722,3883,5322,5530,1812,3525,1209,3159,1073,5082
"ENSG00000036054.13",117,2005,4549,2526,3626,2705,969,683,2685,586,1409,292,2363
"ENSG00000036257.13",246,4052,6603,5104,3628,2490,3810,1210,2109,1075,3014,244,2545
"ENSG00000036448.10",22,21,45,248,133,68,31,165,122,16,19,56,9
"ENSG00000036473.8",0,0,1,4,0,0,2,4,0,0,0,0,0
"ENSG00000036530.9",33,21,6,11,36,3,124,22,5,4,28,5,13
"ENSG00000036549.13",281,3398,10035,9693,3223,3337,1604,792,3467,539,1993,470,4983
"ENSG00000036565.15",0,30,6,17,1,10,6,0,10,0,9,0,3
"ENSG00000036672.16",28,1104,606,820,5,236,85,107,511,23,403,145,55
"ENSG00000036828.17",5,1,29,1,1,0,0,0,0,0,0,1,1
"ENSG00000037042.9",262,2906,2578,2412,1279,1286,1273,1209,1396,692,2882,505,978
"ENSG00000037241.7",143,833,899,881,2212,893,1895,1626,770,368,1465,526,1439
"ENSG00000037280.16",1353,439,245,121,772,288,1197,355,139,102,347,217,327
"ENSG00000037474.15",929,6353,6700,5427,6082,4362,7533,2614,1186,2427,4232,1048,4639
"ENSG00000037637.11",904,3375,3457,4692,2331,2158,2631,2035,1020,486,1813,715,2861
"ENSG00000037749.12",151,1221,1320,2193,2453,1334,881,388,699,43,385,77,796
"ENSG00000037757.14",123,264,1374,209,235,683,546,240,1113,191,399,182,870
"ENSG00000037897.17",302,1748,453,876,1482,1115,848,761,800,1211,1215,662,957
"ENSG00000037965.6",184,410,55,403,886,570,83,96,525,195,171,112,22
"ENSG00000038002.9",655,1607,1264,5204,908,1746,799,324,1563,667,1264,775,2947
"ENSG00000038210.14",123,1280,3015,1390,2568,850,1078,289,955,366,756,270,1667
"ENSG00000038219.13",683,6404,8994,4865,4604,5636,4291,2521,5117,1571,2764,679,3744
"ENSG00000038274.17",984,4940,7664,5702,5215,4968,5436,2345,2241,1050,3764,623,4552
"ENSG00000038295.8",7,23,31,25,43,18,6,1,9,3,47,34,26
"ENSG00000038358.15",1262,3568,3102,4264,2189,3132,2970,2455,2945,347,1961,1014,3037
"ENSG00000038382.20",1759,4354,5693,4179,9328,3772,5973,5045,1179,1392,2695,2455,4222
"ENSG00000038427.16",13147,60996,332,1221,50188,1445,15516,139,7572,433,6092,2523,730
"ENSG00000038532.16",1063,2826,2212,3256,2520,2342,1910,3426,2532,1458,1282,972,2973
"ENSG00000038945.15",1820,1183,1613,1437,2087,284,275,37,1107,267,859,534,586
"ENSG00000039068.19",53,19724,11,41811,14,29102,20,2627,7663,3630,42,7055,5935
"ENSG00000039123.16",338,5066,9684,4517,4882,4452,4640,781,980,792,2930,354,4118
"ENSG00000039139.9",4,23,0,6,332,1,35,0,0,5,0,4,25
"ENSG00000039319.17",152,6017,19856,5821,2617,6523,2219,1658,2454,1245,2039,659,3015
"ENSG00000039523.20",3488,4035,3493,4775,7865,5224,2580,7731,4673,1894,4052,3753,4150
"ENSG00000039537.14",1,5,4,5,0,7,3,1,0,0,3,32,6
"ENSG00000039560.14",712,8156,12781,4942,32414,4673,6074,1517,4694,1260,5295,857,3878
"ENSG00000039600.11",3,27,0,30,63,13,28,1,27,5,4,5,23
"ENSG00000039650.12",1651,7961,3041,1089,2714,1730,2985,4112,2893,2320,2066,1574,2138
"ENSG00000039987.7",0,0,3,1,1,0,1,0,3,2,0,2,0
"ENSG00000040199.18",116,545,473,1418,1055,377,917,167,337,78,318,128,498
"ENSG00000040275.17",46,1888,2780,632,6276,1538,2978,683,990,181,1565,177,874
"ENSG00000040341.18",194,2031,1571,1859,1808,1560,2447,537,2207,694,1112,522,1628
"ENSG00000040487.13",1011,1248,1910,4248,1119,1431,1132,5433,587,1317,1848,1836,3053
"ENSG00000040531.16",1452,1550,2102,2168,1345,1468,992,3895,1590,968,2382,826,1197
"ENSG00000040608.14",619,137,1481,1163,14,497,584,6410,172,187,839,1378,501
"ENSG00000040633.13",1570,5079,4679,5106,5122,3679,2851,4267,2695,1736,5032,1901,4197
"ENSG00000040731.10",0,1800,1,1,31,5,100,1,0,0,0,0,1
"ENSG00000040933.16",849,3072,4157,8575,1833,1990,2542,1054,1444,543,1812,453,2572
"ENSG00000041353.10",15,35,0,60,1881,3,23,0,1,7,48,5,295
"ENSG00000041357.16",641,7794,7793,4769,10811,5285,6193,6245,3824,3391,7962,1442,7383
"ENSG00000041515.16",4,261,17,33,481,11,253,11,39,7,20,164,26
"ENSG00000041802.11",472,4550,3339,4345,2996,2752,3438,2252,3432,1132,2854,819,2355
"ENSG00000041880.14",561,2211,4000,1383,1685,966,610,1375,2003,873,3296,491,807
"ENSG00000041982.16",996,7960,10905,68751,41790,8671,6010,821,23780,8634,18118,5812,68579
"ENSG00000041988.15",458,1596,1726,1996,633,1320,868,2193,557,430,805,658,958
"ENSG00000042062.13",205,39,55,53,789,42,28,5,64,51,80,27,59
"ENSG00000042088.14",467,1439,1087,885,1399,1280,1659,307,636,631,1381,418,1070
"ENSG00000042286.15",764,1101,2176,1295,659,1648,290,4213,1903,1635,979,1552,1874
"ENSG00000042304.12",0,0,0,1,0,0,4,1,0,0,0,0,0
"ENSG00000042317.17",130,510,349,496,357,431,832,135,202,179,372,90,490
"ENSG00000042429.12",50,254,458,176,211,232,315,158,436,84,242,86,142
"ENSG00000042445.14",1567,3363,10430,12033,3132,7542,860,11813,2969,2144,5073,9448,17912
"ENSG00000042493.16",36888,1840,332,58016,2930,385,1480,2423,1590,2618,2984,85119,55257
"ENSG00000042753.12",5577,19364,6699,3995,13639,6788,5726,11419,6048,3824,6035,6236,6384
"ENSG00000042781.14",0,92,42,45,2,36,28,80,43,5,13,4,22
